0,10000
10000,60000
60000,150000
150000,160000
160000,193413
193413,201413
201413,242079
242079,272079
272079,314729
314729,318439
318439,320009
320009,321859
321859,325419
325419,332649
332649,335889
335889,339329
339329,340959
340959,349859
349859,353079
